Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_AllHomes,ZRI_AllHomes,ZriPerSqft_AllHomes
6/30/17,"Wilkes, North Carolina",,177,186,106.7663818,195000,4.449388209,9900,,,,,,9.349507151,10.45576408,,,,,,1000,0.634
6/30/17,"Wilson, North Carolina",,,,82.16810237,139700,4.449565848,5000,,,74,22.53,68.14,8.245906536,8.29787234,9.88,,,,124800,,
6/30/17,"Yadkin, North Carolina",,95,98,,,,,,,,,,,,,23,27,,,,
6/30/17,"Yancey, North Carolina",,356,390,148.9080079,285000,6.253908693,15000,,,,,,8.043681952,10.28037383,,,,,,1084,0.74
6/30/17,"Adams, North Dakota",,,,,,,,,,,,,,,8.4,,,,85800,,
6/30/17,"Barnes, North Dakota",,,,,,,,,,,,,,,,,,,,,
6/30/17,"Burleigh, North Dakota",,,,193.7755102,279900,,,,,198,,,17.60083762,18.87417219,14.25,,,,262500,,
6/30/17,"Cass, North Dakota",76.5,718,739,168.247619,266036.5,2.564102564,7000,0.954545455,1375,170,,,16.66958044,18.29268293,12.99,,,,224300,1414,1.086
6/30/17,"Dickey, North Dakota",,,,,,,,,,,,,,,6.36,,,,79300,,
6/30/17,"Eddy, North Dakota",,,,,,,,,,,,,,,,,,,,882,
6/30/17,"Emmons, North Dakota",,,,,,,,,,,,,,,11.89,,,,138100,1005,
6/30/17,"Grand Forks, North Dakota",,320,337,,,,,,,110,,,16.99521686,17.03703704,,,,,,1266,0.926
6/30/17,"Lamoure, North Dakota",,,,,,,,,,,,,,,,,,,,753,
6/30/17,"McHenry, North Dakota",,,,,,,,,,,,,,,7.51,,,,99000,,
6/30/17,"McKenzie, North Dakota",,,,127.8954608,295000,,,,,,,,,,,,,,,,
6/30/17,"McLean, North Dakota",,,,,,,,,,121,,,,,10.09,,,,120100,,
6/30/17,"Mercer, North Dakota",,,,95.41023558,199500,,,,,,,,,,,,,,,,
6/30/17,"Morton, North Dakota",,,,,219900,,,,,,,,,,13.3,,,,216000,,
6/30/17,"Mountrail, North Dakota",,,,,199500,,,,,,,,,,,,,,,,
6/30/17,"Pierce, North Dakota",,,,,,,,,,,,,,,9.38,,,,134900,,
6/30/17,"Ramsey, North Dakota",,,,,209900,,,,,,,,,,,,,,,1073,
6/30/17,"Richland, North Dakota",,49,52,,,,,,,,,,,,,,,,,1034,
6/30/17,"Stark, North Dakota",,,,139.6103896,245750,,,,,166,,,,,12.57,,,,202500,,
6/30/17,"Stutsman, North Dakota",,,,,187450,,,,,,,,,,10.96,,,,160400,,
6/30/17,"Traill, North Dakota",,,,,,,,,,,,,,,,,,,,,
6/30/17,"Ward, North Dakota",,,,,205000,,,,1170,,,,,,11.95,,,,207600,,
6/30/17,"Williams, North Dakota",,,,131.7784957,239154,,,,,,,,,,,,,,,,
6/30/17,"Adams, Ohio",,84,90,66.38621795,78997.5,,,,,54,56.91,38.15,7.823024918,9.677419355,7.03,,,,73400,877,0.688
6/30/17,"Allen, Ohio",,,,65.64327485,89900,5.671077505,3590,,,66,20.56,72.88,9.061609212,11.0787172,8.44,,,,93100,,
6/30/17,"Ashland, Ohio",,136,143,78.71621622,113700,4.449388209,5000,,,85,9.53,85.57,18.41774507,19.91150442,10.14,,,,129000,,
6/30/17,"Ashtabula, Ohio",,471,494,73.95833333,99999,5.268703899,5000,,,67,17.07,76.64,12.19164152,14.64379947,7.64,,,,84000,924,0.714
6/30/17,"Athens, Ohio",,200,228,102.5651735,177000,3.911613249,7450,,,,,,10.73572104,11.26279863,,,,,,1128,
6/30/17,"Auglaize, Ohio",,,,88.22232025,129900,6.006289308,7200,,,82,18.97,72.16,8.986463065,9.77443609,9.65,,,,121900,,
6/30/17,"Belmont, Ohio",,,,86.52173913,115900,,,,,74,57.23,35.93,,,8.07,,,,90500,,
6/30/17,"Brown, Ohio",,102,109,99.30265265,147000,5.760551216,9550,,,66,46.03,47.5,11.95032458,13.08411215,9.07,74,52,,116400,,
6/30/17,"Butler, Ohio",68.25,753,826,105.13252,190400,2.942041777,5400,0.833333333,1000,98,7.2,87.77,12.50855867,13.72093023,9.94,757,559,153100,159700,1352,0.826
6/30/17,"Carroll, Ohio",,159,168,110.9394772,,,,,,77,48.58,46.58,12.01732687,15.72052402,9.35,,,,104700,,
6/30/17,"Champaign, Ohio",,,,81.10191034,124900,5.218790219,5000,,,80,11.08,82.59,10.47147932,11.60714286,9.71,,,,121600,1033,
6/30/17,"Clark, Ohio",73.25,,,77.31481481,99000,3.925486513,4000,,,77,14.63,76.49,13.75392791,15.22277228,10.48,,,,101000,803,0.59
6/30/17,"Clermont, Ohio",67.75,398,429,111.8108322,215000,3.174603175,9450,0.911801358,,106,8.58,84.32,12.91804282,14.33691756,9.63,,,,161200,1386,0.874
6/30/17,"Clinton, Ohio",,107,116,,,,,,,,,,,,,,,,,,
6/30/17,"Columbiana, Ohio",,465,490,83.05337813,98250,5.103857567,5000,,,72,17.98,75.13,15.97634474,17.42424242,8.77,,,,91800,869,0.668
6/30/17,"Coshocton, Ohio",,153,152,66.10470275,114500,,,,,65,47.5,46.55,12.10335161,12.23404255,8.22,,,,88800,890,0.652
6/30/17,"Crawford, Ohio",,,,65.67982456,72000,9.217858825,5700,,,65,19.64,74.08,23.83513086,25.53191489,7.38,,,,72500,816,0.76
6/30/17,"Cuyahoga, Ohio",72,5233,5552,92.45572521,135000,4.168403501,5500,0.855365474,1050,82,10.19,82.38,13.41670044,14.86959467,8.56,2185,1640,115400,116900,1148,0.83
6/30/17,"Darke, Ohio",,135,129,74.60240556,114900,5.593296089,7800,,,75,49.73,42.73,11.28108594,12.35955056,9.38,,,,115200,984,0.676
6/30/17,"Defiance, Ohio",,107,110,73.12202622,,,,,,71,17.18,76.89,13.60201335,15.78947368,8.39,,,,102000,,
6/30/17,"Delaware, Ohio",61.25,627,750,141.3461538,354900,2.14893617,10000,0.989376771,1995,128,38.95,41.17,16.52492141,18.35748792,10.91,,,,274000,2090,0.97
6/30/17,"Erie, Ohio",,391,414,101.3513514,159900,4.454342984,5000,,,89,11.75,83.13,11.5665703,12.68436578,9.2,,,,128900,1144,0.802
6/30/17,"Fairfield, Ohio",66.875,360,410,112.0795107,,3.001000333,6000,0.875686813,1450,106,8.24,85.05,14.74042452,16.26794258,10.75,,,,169200,1352,0.796
6/30/17,"Fayette, Ohio",,65,73,68.55867347,104400,,,,,74,32.76,57.36,15.26474071,16.66666667,9.04,,,,110800,972,0.694
6/30/17,"Franklin, Ohio",55,1985,2252,123.0366492,200000,2.597402597,5900,0.961538462,1250,105,3.79,93.77,11.30095827,12.24778761,9.82,2662,2023,,153300,1296,0.902
6/30/17,"Fulton, Ohio",,108,104,88.93492223,129900,,,,,87,25.66,66.5,13.1852809,14.44444444,9.73,68,48,,134000,1142,0.748
6/30/17,"Gallia, Ohio",,,,75.67499369,125000,,,,,,,,,,,,,,,990,0.668
6/30/17,"Geauga, Ohio",,525,584,127.0515024,299999,3.554203032,10000,,,111,24.14,61.33,16.30962609,19.31540342,10.74,,,,220200,1673,0.852
6/30/17,"Greene, Ohio",66.5,365,389,103.0274004,189900,2.595856156,5000,0.845612134,1285,94,13.42,76.55,13.21307646,15.43209877,9.88,,,,153600,1285,0.794
6/30/17,"Guernsey, Ohio",,,,95.88494111,106000,,,,,82,44.84,48.25,,,8.73,,,,99100,,
6/30/17,"Hamilton, Ohio",67.875,1864,2048,107.99508,175000,3.870967742,9000,0.967072846,1200,95,8.69,84.74,13.8355242,15.64107841,9.31,,,,133700,1203,
6/30/17,"Hancock, Ohio",,182,202,98.32677165,164900,3.032140691,5000,,,85,21.8,69.37,12.13625213,13.66120219,9.83,,,,131800,,
6/30/17,"Hardin, Ohio",,79,79,68.77914952,99600,,,,,50,40.38,48.88,,,9.15,,,,107900,961,0.552
6/30/17,"Harrison, Ohio",,60,54,67.30769231,,,,,,,,,,,,,,,,839,0.768
6/30/17,"Henry, Ohio",,,,66.62737987,128000,,,,,54,34.4,58.84,,,9.67,,,,121700,1017,0.468
6/30/17,"Highland, Ohio",,150,156,65.4306172,93700,7.210345052,5250,,,67,38.84,55.05,10.3698056,10.82089552,7.94,,,,93700,,
6/30/17,"Hocking, Ohio",,72,76,83.66634882,169000,,,,,59,35.34,58.59,15.49330945,17.21311475,10.06,9,8,,124800,,
6/30/17,"Holmes, Ohio",,49,50,,,,,,,,,,,,,,,,,1253,0.77
6/30/17,"Huron, Ohio",,183,182,76.0952381,114950,4.426226646,5100,,,,,,8.910173091,9.968847352,,,,,,,
6/30/17,"Jackson, Ohio",,,,70.79171879,119500,,,,,,,,,,,,,,,893,0.7
6/30/17,"Jefferson, Ohio",,,,64.58408614,81800,,,,,,,,13.59501691,13.0952381,,,,,,760,0.616
6/30/17,"Knox, Ohio",,206,236,97.10648148,149900,3.485891193,5000,,,98,12.98,81.31,11.40045799,13.41107872,9.81,,,,135200,1152,0.824
6/30/17,"Lake, Ohio",68.5,1298,1364,100.4891304,153075,3.572704537,5000,0.893824058,1100,94,22.61,63.55,15.75726238,17.29106628,9.46,,,,138300,1203,0.828
6/30/17,"Lawrence, Ohio",,274,274,87.98858473,129500,3.584229391,5000,,,71,32.51,60.98,15.23529557,17.13395639,8.15,,,,94300,,
6/30/17,"Licking, Ohio",66,448,490,113.6459464,215000,2.921578004,5450,0.783423707,1372.5,95,79.77,14.64,13.36737801,14.79099678,10.05,,,,146300,1251,0.774
6/30/17,"Logan, Ohio",,,,104.1071429,149900,3.89826736,5450,,,83,70.24,22.62,11.33097103,14.75409836,8.86,,,,120900,1093,0.778
6/30/17,"Lorain, Ohio",73.25,1396,1417,97.99253035,164900,3.636429754,5000,0.729319853,795,85,16.61,72.86,12.6212828,13.75,9.91,612,471,129000,130300,1069,0.744
6/30/17,"Lucas, Ohio",72.5,1468,1582,81.49966293,115000,4.003202562,5000,0.708591674,800,69,15.74,76.02,13.99715324,15.2916074,8.32,761,614,106300,90300,894,0.738
6/30/17,"Madison, Ohio",,85,87,109.4873402,181247.5,,,,,103,22.78,70.7,10.44173593,11.36363636,10.61,77,65,,152900,1170,0.796
6/30/17,"Mahoning, Ohio",81.75,1200,1210,69.66394558,99900,4.469526174,4950.5,0.628955696,730,60,11.92,81.94,13.2746549,14.66121495,7.95,313,245,,78200,808,0.61
6/30/17,"Marion, Ohio",,201,214,70.97100436,97450,4.264577894,5000,,,65,16.53,76.88,10.32178759,12.5,8,,,,83400,851,0.668
6/30/17,"Medina, Ohio",67.5,734,791,117.0339761,237500,2.679515835,6000,0.950602065,1337.5,111,6.31,86.81,12.82314856,14.73245309,10.28,364,241,172100,182400,1438,0.876
6/30/17,"Meigs, Ohio",,54,53,76.40301936,,,,,,,,,,,,,,,,864,0.682
6/30/17,"Mercer, Ohio",,,,103.320802,152400,4.286939125,5000,,,91,21.39,72.33,8.272399836,10.90909091,10.49,,,,144400,1136,0.742
6/30/17,"Miami, Ohio",,,,99.22814647,179000,2.717391304,5000,,,88,11.84,78.78,11.39893384,13.0952381,10.88,,,,129700,902,0.664
6/30/17,"Monroe, Ohio",,31,30,,109900,,,,,,,,,,,,,,,853,0.752
6/30/17,"Montgomery, Ohio",71,1596,1693,82.83730159,119900,3.120936281,5000,0.760321587,895,72,12.38,79.62,12.66867501,14.49671772,8.42,,,,95500,912,0.74
6/30/17,"Morgan, Ohio",,63,66,73.82015306,99900,,,,,,,,,,,,,,,874,0.63
6/30/17,"Morrow, Ohio",,106,114,88.09908354,142000,3.25732899,4000,,,93,21.86,71.73,18.53062957,19.49685535,10.48,,,,134100,1081,0.732
6/30/17,"Muskingum, Ohio",,355,364,92.31277981,130000,4.383929934,5000,,,82,14.68,78.64,10.22695985,11.58392435,9.72,,,,111500,876,0.692
6/30/17,"Noble, Ohio",,,,,,,,,,,,,,,,,,,,1290,
6/30/17,"Ottawa, Ohio",,471,494,141.1551761,199900,3.50877193,5000,,,104,29.36,62.28,10.921348,14.36950147,9.53,,,,134800,1210,0.902
6/30/17,"Paulding, Ohio",,41,40,65.4494382,89900,,,,,,,,,,,,,,,,
6/30/17,"Perry, Ohio",,70,74,88.66580827,124900,,,,,77,26.22,68.8,,,8.84,,,,98200,893,0.714
6/30/17,"Pickaway, Ohio",,109,114,99.02026627,199500,3.849114704,9900,,,98,8.63,85.02,13.253699,13.85281385,10.28,103,91,154200,155000,1250,0.782
6/30/17,"Pike, Ohio",,,,71.65525447,,,,,,,,,,,,,,,,,
6/30/17,"Portage, Ohio",73.75,560,602,105.4159746,179000,3.498950315,6000,,1240,95,24.41,59.99,14.02171024,15.14500537,10.3,240,171,154100,148200,1198,0.786
6/30/17,"Preble, Ohio",,104,105,78.9523602,114900,4.555933192,5000,,,80,,,11.10116267,12.62626263,8.95,,,,111800,,
6/30/17,"Putnam, Ohio",,60,56,79.63768116,112000,,,,,86,25.03,69.15,,,9.67,,,,129100,,
6/30/17,"Richland, Ohio",,,,70.98450922,113400,5.164553461,5050,,,66,30.58,59.79,16.37318616,17.78929188,10.37,,,,94900,743,0.522
6/30/17,"Ross, Ohio",,234,234,85.41558458,124900,3.163206229,5000,,,79,42.56,48.19,10.86630755,13.07189542,8.69,,,,107200,1009,0.78
6/30/17,"Sandusky, Ohio",,179,172,73.5115691,99900,4.333052118,5000,,,70,39.51,48.72,13.36669425,15.10067114,8.76,,,,110900,1007,0.676
6/30/17,"Scioto, Ohio",,,,85.3486791,115000,,,,,71,22.64,70.44,,,7.01,,,,74200,877,0.808
6/30/17,"Seneca, Ohio",,109,109,65.81532417,95900,5.044777463,5000,,,67,25.11,68.94,13.43452577,15.10416667,8.89,,,,104300,947,0.648
6/30/17,"Shelby, Ohio",,,,82.61494253,124250,4.106776181,4500,,,81,19,71.19,13.58499387,15.38461538,9.75,,,,127800,1102,0.69
6/30/17,"Stark, Ohio",65.25,1223,1246,87.39711934,134900,3.853564547,5000,0.671854913,795,,,,15.41732643,16.38051044,,,,,,994,0.698
6/30/17,"Summit, Ohio",67.75,2275,2398,95.27378945,139900,4.022346369,5000,0.78785967,875,88,22.91,66.32,14.91461855,15.67328918,9.42,1219,856,127000,125100,1080,0.806
6/30/17,"Trumbull, Ohio",103.125,819,830,68.10193322,94500,4.859086492,5000,0.678733032,750,63,18.47,73.12,13.19405656,14.374034,8.56,,,,81000,787,0.622
6/30/17,"Tuscarawas, Ohio",,291,295,96.45061728,129900,5.13408145,6500,,,86,19.17,72.1,10.88724674,11.75166297,9.49,,,,116900,1005,0.736
6/30/17,"Union, Ohio",,140,172,129.4676383,276990,2.439619419,5900,,,119,15.25,76.22,12.73059583,14.95601173,11.31,,,,191400,1388,0.868
6/30/17,"Van Wert, Ohio",,,,58.08763061,85000,,,,,59,24,69.19,,,8.11,,,,87000,883,0.6
6/30/17,"Warren, Ohio",67.375,714,782,123.8422509,273900,2.62987013,9000,0.952937095,1575,102,20.02,65.19,12.5180594,14.36198612,10.11,529,391,,199000,1616,0.856
6/30/17,"Washington, Ohio",,221,232,101.6132127,164000,4.12371134,9900,,,91,29.62,61.65,12.49202954,14.76510067,9.18,,,,119600,1068,0.796
6/30/17,"Wayne, Ohio",,261,262,98.37962963,136250,4.137931034,5100,,,99,17.65,72.01,10.57377824,11.13636364,10.05,,,,142500,1165,0.8
6/30/17,"Williams, Ohio",,121,118,71.54947917,108450,3.780006884,5000,,,68,21.32,71.94,9.733088915,11.11111111,8.43,,,,96500,928,0.662
6/30/17,"Wood, Ohio",,370,399,108.3850932,204900,3.397483501,10000,,,94,9.48,83.42,10.27188739,11.9944212,9.3,194,160,152600,138900,,
6/30/17,"Wyandot, Ohio",,42,42,75.09115506,,,,,,,,,,,,,,,,887,0.66
6/30/17,"Adair, Oklahoma",,70,72,66.66666667,,,,,,,,,,,,,,,,,
6/30/17,"Alfalfa, Oklahoma",,,,,,,,,,55,,,,,,,,,,,
6/30/17,"Atoka, Oklahoma",,,,96.17296223,,,,,,,,,,,,,,,,,
6/30/17,"Beckham, Oklahoma",,,,87.95712484,139900,,,,,68,64.36,29.59,11.95162755,12.55411255,8.89,,,,89500,849,0.672
6/30/17,"Apache, Arizona",,,,134.9623586,215000,,,,,97,46.39,46.89,9.017955867,9.46969697,9.8,,,,136100,,
6/30/17,"Bryan, Oklahoma",,,,93.04491396,165000,,,,,75,20.35,71.65,,,10.17,,,,114500,926,0.612
6/30/17,"Caddo, Oklahoma",,,,59.8658228,89900,,,,,,,,,,,,,,,,
6/30/17,"Canadian, Oklahoma",79.75,899,890,110.7637515,204209,1.581027668,4000,0.821028314,1275,92,27.43,50.9,19.82920362,21.70418006,10.59,311,238,159700,152800,1197,0.742
6/30/17,"Carter, Oklahoma",,228,262,94.54061252,179000,,,,,70,43.52,48.35,13.29438258,14.375,9.8,,,,95000,806,0.644
6/30/17,"Cherokee, Oklahoma",,315,333,88.40206186,135000,3.777148253,5000,,,73,60.83,29.54,15.15156858,17.78846154,9.79,,,,104200,882,0.636
6/30/17,"Choctaw, Oklahoma",,,,63.0787037,,,,,,,,,,,,,,,,,
6/30/17,"Cleveland, Oklahoma",76,1427,1439,109.6937258,204405,2.10748156,5000,0.817757009,1195,95,21.18,59.9,23.35850413,25.0872818,10.44,458,445,150800,149500,1188,0.75
6/30/17,"Cochise, Arizona",112.25,727,748,96.41320929,149900,3.529411765,5000,0.625,900,83,30.8,58.33,11.77410662,12.53031528,12.81,,,,135100,853,0.566
6/30/17,"Comanche, Oklahoma",,742,759,78.39864342,119900,4.361702128,5000,0.633424404,775,,75.13,19.14,12.77110596,13.77870564,8.58,,,,74500,701,0.574
6/30/17,"Cotton, Oklahoma",,20,22,,,,,,,,,,,,,,,,,725,0.524
6/30/17,"Craig, Oklahoma",,76,86,81.95266272,129900,,,,,,,,,,,,,,,,
6/30/17,"Creek, Oklahoma",,173,182,86.14942529,134000,4.03853279,5000,,,79,13.14,81.48,13.67708086,15.24064171,10.21,,,,109600,862,0.636
6/30/17,"Custer, Oklahoma",,122,122,98.96373057,172750,,,,,84,37.96,56.57,,,10.53,,,,118300,968,0.658
6/30/17,"Delaware, Oklahoma",,539,594,131.143979,259000,4.080290011,10000,,,87,30.72,62.66,10.01219669,12.48164464,10.95,,,,139000,1057,0.682
6/30/17,"Garfield, Oklahoma",,328,342,90,157900,2.754859984,5000,,,81,28.95,60.64,17.26912662,19.55645161,9.72,,,,120900,1015,0.7
6/30/17,"Garvin, Oklahoma",,115,107,,,,,,,60,,,,,,,,,,792,0.628
6/30/17,"Coconino, Arizona",66.75,595,712,208.9276786,391016,2.545454545,10000,1.259213759,1797.5,191,10.3,84.52,12.92439715,14.97405486,14.95,,,,328600,1800,1.122
6/30/17,"Grady, Oklahoma",,261,276,98.29526613,175000,2.699115044,5000,,,74,49.58,44.13,15.41667526,17.28045326,10.17,,,,124000,1000,0.642
6/30/17,"Grant, Oklahoma",,,,,,,,,,62,0,100,,,10.64,,,,102500,,
6/30/17,"Greer, Oklahoma",,,,48.27136334,69000,,,,,41,0,100,,,5.96,,,,50300,697,0.558
6/30/17,"Harmon, Oklahoma",,,,,,,,,,,,,,,,,,,,698,0.512
6/30/17,"Haskell, Oklahoma",,,,70.83333333,105000,,,,,,,,,,,,,,,,
6/30/17,"Hughes, Oklahoma",,82,82,61.07747667,99000,,,,,,,,,,,,,,,746,0.574
6/30/17,"Jackson, Oklahoma",,,,80.863559,139900,2.916666667,4900,,,54,39.46,49.61,10.67495649,13.77777778,8.12,,,,72400,735,0.596
6/30/17,"Johnston, Oklahoma",,,,,,,,,,,,,,,,,,,,746,0.566
6/30/17,"Gila, Arizona",,375,430,168.6971175,275000,3.607153683,10000,,,141,22.3,70.27,14.29930241,16.44562334,12.24,,,,181800,1217,0.942
6/30/17,"Kay, Oklahoma",,248,250,65.15116039,99500,5.045811706,5050,,,56,,,16.35337158,18.71165644,,,,,,,
6/30/17,"Kingfisher, Oklahoma",,,,110.0165107,193700,,,,,,,,,,,,,,,,
6/30/17,"LeFlore, Oklahoma",,329,319,69.72111554,115000,5.268703899,5000,,,60,24.42,70.34,11.74115518,13.19796954,8.33,,,,81800,804,0.58
6/30/17,"Lincoln, Oklahoma",,149,151,79.85685783,132500,5.130356115,4999.5,,,74,34.37,58.86,20.15860565,21.60493827,9.82,19,19,,108000,,
6/30/17,"Logan, Oklahoma",,248,246,107.6512494,240000,2.63376563,5400,,,93,21.92,70.5,19.21053537,21.25340599,11.29,89,52,192800,134800,916,0.684
6/30/17,"Love, Oklahoma",,,,105.3063099,,,,,,,,,,,,,,,,838,0.594
6/30/17,"McClain, Oklahoma",,229,231,109.7883065,229398,2.706364901,5300,,,96,19.33,74.12,20.31351797,21.72413793,11.96,,,,164300,1108,0.672
6/30/17,"McCurtain, Oklahoma",,,,,,,,,,56,68.8,28.28,,,8.09,,,,76400,,
6/30/17,"Graham, Arizona",,95,96,100.5050505,160000,,,,,89,33.8,55.88,13.92792564,15.11627907,10.74,,,,142300,1088,0.686
6/30/17,"McIntosh, Oklahoma",,,,88.18978244,134900,6.723163842,6000,,,70,37.48,58.06,10.74873415,13.54166667,8.88,,,,97600,,
6/30/17,"Marshall, Oklahoma",,135,146,105.91133,,,,,,72,55.72,38.43,,,9.09,,,,93500,854,0.664
6/30/17,"Mayes, Oklahoma",,267,282,93.32227292,167500,4.489829163,6950,,,78,34.87,58.7,8.241781255,10.58495822,9.99,,,,118000,968,0.654
6/30/17,"Murray, Oklahoma",,70,78,90.7904804,,,,,,,,,,,,,,,,,
6/30/17,"Muskogee, Oklahoma",,,,72.90609137,110500,4.650143409,5000,,,60,,,12.72582385,13.75921376,,,,,,,0.616
6/30/17,"Noble, Oklahoma",,39,38,,,,,,,,,,,,,,,,,,
6/30/17,"Nowata, Oklahoma",,41,40,,,,,,,,,,,,,,,,,687,0.594
6/30/17,"Oklahoma, Oklahoma",71.875,3443,3493,109.7314888,210492.5,2.273316386,5000,0.828100355,1100,82,43.99,43.38,22.50458773,24.22446157,9.64,,,,122000,1038,0.742
6/30/17,"Okmulgee, Oklahoma",,174,186,64.50840195,105000,4.349881797,5000,,,50,25.06,68.06,14.51202845,15.53030303,7.35,,,,65800,,
6/30/17,"Osage, Oklahoma",,211,210,92.2051151,174950,3.670022385,5000,,,70,42.53,49.97,15.73653425,17.62711864,9.5,,,,111000,935,0.604
6/30/17,"Ottawa, Oklahoma",,,,65.26372804,84950,,,,,53,27.17,67.48,12.50486059,13.54581673,7.84,,,,72300,,
6/30/17,"Pawnee, Oklahoma",,65,70,76.23319241,136700,,,,,,,,,,,,,,,,
6/30/17,"Payne, Oklahoma",,304,324,100.1541624,183250,3.669724771,5500,0.808080808,1012.5,88,57.85,29.48,11.75552643,13.97637795,10.02,,,,148700,1159,0.742
6/30/17,"La Paz, Arizona",,106,97,129.4964029,127000,,,,,100,33.74,60.89,7.639511033,5.789473684,9.99,,,,131900,1082,0.944
6/30/17,"Pittsburg, Oklahoma",,373,366,76.50192985,124950,5.564837166,6500,,,68,43.62,51.23,9.896720849,11.86813187,9.26,,,,93400,845,0.604
6/30/17,"Pontotoc, Oklahoma",,217,219,88.11044171,154700,3.678832117,7000,,,75,16.13,76.9,11.58025369,12.03703704,10.14,,,,105000,856,0.616
6/30/17,"Pottawatomie, Oklahoma",,308,306,84.70393268,135000,3.335835233,5000,0.678413796,800,76,12.45,81.97,19.19407204,21.25,9.66,,,,96400,838,0.62
6/30/17,"Pushmataha, Oklahoma",,,,75.41551247,,,,,,,,,,,,,,,,,
6/30/17,"Maricopa, Arizona",63.75,17992,17336,149.7634069,295000,1.690238013,5000,0.940623163,1435,143,5.03,90.2,20.24326461,19.19329395,14.63,10364,8827,243700,244200,1363,0.864
6/30/17,"Rogers, Oklahoma",,435,438,104.0677966,199900,2.631578947,6000,0.795060216,1225,80,40.36,44.2,15.8687788,16.85393258,9.7,,,,120100,973,0.7
6/30/17,"Seminole, Oklahoma",,125,128,56.73469388,79900,,,,,49,22.81,72.24,7.201973273,10.20408163,7.31,,,,62700,734,0.588
6/30/17,"Sequoyah, Oklahoma",,281,283,79.5729296,145000,4.060035315,6000,,,62,39.44,54.98,13.17611666,14.65517241,8.61,,,,88000,835,0.604
6/30/17,"Stephens, Oklahoma",,299,334,59.69302668,94200,,,,,50,51.48,40.62,14.15088274,16.2371134,7.69,,,,68900,752,0.56
6/30/17,"Tillman, Oklahoma",,29,29,,63700,,,,,,,,,,,,,,,,
6/30/17,"Tulsa, Oklahoma",73.75,3206,3290,99.45360392,209672.5,2.463006954,5000,0.779937107,1100,83,15.38,72.24,18.45482694,20.88897018,9.97,,,,130800,1094,0.716
6/30/17,"Wagoner, Oklahoma",,308,314,98.66434379,160491.5,2.105263158,4100,0.797127879,1200,84,35.37,52.11,12.57751948,15.70881226,10.23,,,,142300,1162,0.692
6/30/17,"Washington, Oklahoma",,307,324,73.06520414,129900,3.529411765,4999,0.659722222,850,65,41.12,47.15,19.62174553,22.79909707,8.66,,,,98100,923,0.606
6/30/17,"Washita, Oklahoma",,,,49.13625569,,,,,,,,,,,,,,,,,
6/30/17,"Mohave, Arizona",96.75,1571,1465,128.6635404,219900,2.632964718,5000,0.815850816,1200,117,17.62,71.2,13.0083376,12.81052119,13.24,,,,181000,1162,0.746
6/30/17,"Woods, Oklahoma",,77,77,75.98196079,95000,,,,,,,,,,,,,,,,
6/30/17,"Woodward, Oklahoma",,111,106,86.14748449,149950,,,,,79,39.51,56.07,,,9.87,,,,116700,963,0.662
6/30/17,"Navajo, Arizona",,995,1154,148.3963619,249900,3.453215959,10000,,,114,39.65,49.41,12.84944294,15.50960118,13.67,,,,174000,1159,0.714
6/30/17,"Pima, Arizona",74,2890,2748,124.2216652,219000,2.564102564,5500,0.837614641,1200,116,6.19,89.17,15.58494377,14.75682417,13,1790,1531,191000,182800,1162,0.772
6/30/17,"Pinal, Arizona",71,2115,1910,104.2944785,205000,2.003532441,5000,0.636672326,1185,99,6.36,89.97,17.80417314,16.25560538,13.49,1063,960,186300,181600,1102,0.638
6/30/17,"Santa Cruz, Arizona",,,,110.3843009,232500,4.019543026,9000,,,79,30.03,59.49,8.667506906,9.296482412,10.5,,,,134200,1040,0.652
6/30/17,"Yavapai, Arizona",79.625,1554,1646,174.8978801,345000,2.666666667,10000,0.946896681,1495,158,6.44,89.76,13.59938227,14.86631016,15.12,,,,269900,1481,0.894
6/30/17,"Yuma, Arizona",119.25,727,672,112.4429781,174800,2.313624679,5000,0.734693878,1000,98,9.83,83.63,15.2535281,14.48801743,12.19,,,,135000,907,0.686
6/30/17,"Baker, Oregon",,111,134,123.3237151,157450,,,,,,,,9.011082236,10.32608696,,,,,,,
6/30/17,"Benton, Oregon",,208,243,181.4843234,365000,2.754139663,10100,1.15914787,1695,187,2.94,93.79,10.74204169,11.18568233,14.48,,,,327700,1914,1.082
6/30/17,"Clackamas, Oregon",54.875,1167,1230,212.3791103,458486.5,2.7100271,14000,1.172529679,2095,221,6.77,88.56,12.58596681,13.71480472,15.27,852,609,387500,386900,2042,1.194
6/30/17,"Clatsop, Oregon",,397,450,214.2857143,335000,4.16,14900,,,175,,,11.43111309,13.64985163,,,,,,1562,0.99
