Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,ZHVI_AllHomes,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes
12/31/17,"Houston, Georgia",,728,690,87.00861101,184900,2.989926947,5000,0.678294574,950,73,15.53,76.77,9.387596805,7.219512195,9.83,118900,994,984,0.646
12/31/17,"Irwin, Georgia",,11,12,,,,,,,,,,,,,,,,
12/31/17,"Jackson, Georgia",,553,546,107.9159811,250000,2.248454188,5001,,,,,,9.205189572,7.337883959,,,1316,1300,0.704
12/31/17,"Jasper, Georgia",,116,115,97.86450663,177750,,,,,79,,,,,,,1000,1110,0.724
12/31/17,"Jeff Davis, Georgia",,,,61.77924217,97000,,,,,,,,,,,,,,
12/31/17,"Jefferson, Georgia",,,,52.60850504,,,,,,,,,,,,,977,964,0.642
12/31/17,"Jenkins, Georgia",,24,24,,,,,,,,,,,,,,,,
12/31/17,"Jones, Georgia",,69,70,81.47695967,149450,4.385964912,5000,,,67,42.86,49.04,10.60487849,8.139534884,8.96,113200,1064,1054,0.614
12/31/17,"Lamar, Georgia",,79,74,83.76283891,,2.777777778,3100,,,69,26.26,67.02,12.80971375,10.89108911,8.44,104000,1004,999,0.654
12/31/17,"Lanier, Georgia",,52,50,84.33068213,133000,,,,,,,,,,,,974,961,0.648
12/31/17,"Laurens, Georgia",,140,140,74.94486105,139900,6.498426531,7800,,,58,47.2,44.39,6.638888953,4.571428571,7.89,90200,946,944,0.594
12/31/17,"Lee, Georgia",,137,136,92.42668676,159900,3.040270422,5000,,,82,26.26,58.16,13.91755043,10.40462428,10.45,143400,1145,1137,0.67
12/31/17,"Liberty, Georgia",,339,344,85.67600154,159900,2.794761171,4900,0.69471257,975,77,18.97,72.4,10.48856422,8.971553611,9.91,120800,1031,998,0.672
12/31/17,"Lincoln, Georgia",,54,50,99.51923077,,,,,,,,,,,,,1140,1129,0.694
12/31/17,"Long, Georgia",,105,112,89.01415174,170000,,,0.691775966,1150,65,81.67,13.36,,,8.23,115700,1197,1182,0.692
12/31/17,"Lowndes, Georgia",,688,672,87.77692369,159900,3.627087068,5000,0.628306878,850,74,24.06,66.35,10.31025531,6.773399015,10.54,124500,966,945,0.606
12/31/17,"Lumpkin, Georgia",,203,193,125.890201,272000,1.770050125,5000,,,111,16.94,77.42,10.63272184,7.8125,12.57,207200,1368,1322,0.756
12/31/17,"McDuffie, Georgia",,,,80.42353672,135000,,,,,,,,,,,,,,
12/31/17,"McIntosh, Georgia",,161,160,136.6711886,254900,,,,,,,,,,,,1191,1166,0.764
12/31/17,"Macon, Georgia",,,,36.02756892,,,,,,,,,,,,,917,912,0.6
12/31/17,"Madison, Georgia",,98,92,93.79631996,179950,3.450655625,4000,,,73,40.63,53.15,15.93500842,14.70588235,9.28,115700,1035,1039,0.676
12/31/17,"Meriwether, Georgia",,124,129,65.50470488,123499,7.147962831,7000,,,59,52.44,42.91,8.556047132,7.096774194,6.76,67600,846,974,0.656
12/31/17,"Mitchell, Georgia",,79,81,52.72222222,,,,,,,,,,,,,854,852,0.594
12/31/17,"Monroe, Georgia",,125,112,113.4488449,314995,4.780952381,10000,,,,,,9.188694694,5.333333333,,,1283,1251,0.666
12/31/17,"Montgomery, Georgia",,,,,,,,,,,,,,,,,1132,1101,0.646
12/31/17,"Morgan, Georgia",,162,152,145.1573815,339000,,,,,113,45.78,45.54,11.97365447,8.585858586,12.62,222500,1426,1398,0.78
12/31/17,"Murray, Georgia",,108,108,96.52933891,149900,,,,,78,,,,,8.7,111000,1059,1051,0.736
12/31/17,"Muscogee, Georgia",,957,962,75.2948886,129900,4.857398308,5100,0.631107492,800,64,30.16,60.45,13.87424936,10.02638522,9.54,95000,837,825,0.586
12/31/17,"Newton, Georgia",,586,570,84.72153239,195795,3.012238078,5025.5,0.718829911,1145,79,24.34,67.57,10.68084571,9.01734104,9.6,132000,1123,1105,0.692
12/31/17,"Oconee, Georgia",,265,231,136.2968231,374950,2.553796353,7300,,,122,14.78,79.06,11.29176119,7.207207207,12.14,270600,1962,1929,0.83
12/31/17,"Oglethorpe, Georgia",,74,73,98.92473118,181950,,,,,82,29.01,64.15,8.309617645,6.896551724,10.16,143100,1164,1146,0.688
12/31/17,"Paulding, Georgia",,739,724,96.10639249,240317,,,,,,,,8.46015284,5.858585859,,,1286,1282,0.782
12/31/17,"Peach, Georgia",,97,94,74.29420505,152450,2.911111111,2980,,,66,33.57,57.63,10.61000734,7.936507937,9.27,121800,1098,1081,0.604
12/31/17,"Pickens, Georgia",,372,371,136.6120219,310000,4.349717268,10000,,,111,21.42,71.36,8.670281556,5.537459283,10.35,155100,1256,1314,0.854
12/31/17,"Pierce, Georgia",,,,86.69683258,172000,,,,,,,,,,,,,,
12/31/17,"Pike, Georgia",,91,88,105.4697318,275000,3.018886323,6550,,,90,33.04,61,12.42839064,11.45038168,10.47,146200,1158,1218,0.674
12/31/17,"Polk, Georgia",,162,166,84.68632486,140900,5.318562476,4850,,,60,31.79,63.55,10.92009973,7.725321888,7.74,89200,950,953,0.694
12/31/17,"Pulaski, Georgia",,,,70.92630156,,,,,,,,,,,,,906,901,0.598
12/31/17,"Putnam, Georgia",,373,338,160.9171605,299000,3.680154143,5000,,,,,,10.76241241,7.213930348,,,1365,1296,0.756
12/31/17,"Quitman, Georgia",,16,18,,,,,,,,,,,,,,934,911,0.67
12/31/17,"Rabun, Georgia",,477,452,147.9387755,335000,6.901311249,10000,,,,,,6.149510654,2.798507463,,,1252,1237,0.782
12/31/17,"Richmond, Georgia",,605,623,79.8840831,200275,,,,800,,,,10.36732941,9.558823529,,,846,844,0.616
12/31/17,"Rockdale, Georgia",,493,473,84.9490582,186900,5.265929437,5100,0.672947646,1147.5,76,12.06,84.15,10.21043141,8.26446281,10.09,148600,1228,1213,0.664
12/31/17,"Screven, Georgia",,41,42,55.9998868,,,,,,,,,,,,,983,978,0.586
12/31/17,"Seminole, Georgia",,,,101.1901458,160000,,,,,,,,,,,,900,899,0.65
12/31/17,"Spalding, Georgia",,332,328,80.14888337,124900,3.66051437,5000,0.657036123,799,65,19.84,75.86,10.18450354,9.224318658,9.08,104700,920,904,0.636
12/31/17,"Stephens, Georgia",,153,146,98.02252256,198500,4.198062433,5500,,,65,,,8.336816481,5.102040816,,,1018,1018,0.68
12/31/17,"Stewart, Georgia",,,,,,,,,,,94.57,3.83,,,3.2,49400,1288,1278,0.726
12/31/17,"Sumter, Georgia",,,,60.56910569,110000,,,,,49,,,6.172218414,3.488372093,,,,,
12/31/17,"Talbot, Georgia",,,,,,,,,,,,,,,,,1045,1035,0.682
12/31/17,"Taliaferro, Georgia",,,,,,,,,,,,,,,,,1035,1036,0.678
12/31/17,"Tattnall, Georgia",,78,78,73.59649123,123950,,,,,,,,4.962019423,2.857142857,,,1009,999,0.62
12/31/17,"Telfair, Georgia",,42,44,61.37323727,,,,,,,,,,,,,,,
12/31/17,"Terrell, Georgia",,,,,,,,,,,,,,,,,936,929,0.678
12/31/17,"Thomas, Georgia",,,,96.6806611,185500,3.943823747,7450,,,73,23.88,66.77,12.81643445,9.523809524,9.1,111000,979,948,0.66
12/31/17,"Tift, Georgia",,155,155,76.9806445,139000,2.825272274,5000,,,74,45.46,47.84,7.74794888,5.376344086,10.16,130800,1092,1055,0.624
12/31/17,"Toombs, Georgia",,,,71.82875264,144783.5,,,,,,,,,,,,999,993,0.59
12/31/17,"Towns, Georgia",,313,294,128.5493827,275000,2.440016267,6000,,,109,38.61,55,10.63596254,8.250825083,11.71,184400,1312,1258,0.794
12/31/17,"Troup, Georgia",,322,317,84.04601705,148750,4.653327129,5000,0.625,795,69,,,8.349889594,6.113537118,,,833,908,0.616
12/31/17,"Turner, Georgia",,35,35,51.05493856,100000,,,,,,,,,,,,957,937,0.614
12/31/17,"Union, Georgia",,369,356,152.4862515,245450,4.734144453,10000,,,130,20.24,72.25,10.01650937,7.598039216,11.97,190800,1323,1296,0.912
12/31/17,"Upson, Georgia",,109,118,65.62643896,110000,5.805515239,7000,,,49,27.42,68.7,11.99384724,10.06289308,6.49,64900,849,851,0.622
12/31/17,"Walker, Georgia",,278,278,92.4832743,148450,5.77119883,5000,,,68,36.8,56.1,13.82665594,10.58201058,8.24,97300,976,974,0.724
12/31/17,"Walton, Georgia",,484,462,104.1588609,249000,2.734330075,8000,0.697759824,1292.5,96,8.02,88.33,11.45649334,8.379888268,11.48,168000,1236,1256,0.678
12/31/17,"Ware, Georgia",,157,152,58.10637177,99900,7.080041415,5000,,,47,35.06,59.15,9.707704276,6.626506024,7,74400,890,887,0.578
12/31/17,"Warren, Georgia",,12,12,,,,,,,37,2.09,96.97,,,5.08,56100,,,
12/31/17,"Washington, Georgia",,65,72,66.11947104,120000,,,,,,,,,,,,,,
12/31/17,"Wayne, Georgia",,111,114,69.34222631,126450,,,,,67,23.12,71.1,,,9.51,119000,1043,1018,0.632
12/31/17,"Webster, Georgia",,,,,,,,,,,,,,,,,1099,1088,0.642
12/31/17,"White, Georgia",,315,300,119.0206925,189900,4.59249243,10000,,,100,28.2,66.53,7.871682873,5.472636816,10,143200,1181,1167,0.78
12/31/17,"Whitfield, Georgia",,300,298,100.2837157,164950,3.126954346,5000,,,82,15.05,79.55,11.11125127,8.556149733,9.48,120300,1052,1046,0.708
12/31/17,"Wilkes, Georgia",,61,60,80.48289738,,,,,,,,,,,,,1089,1077,0.688
12/31/17,"Wilkinson, Georgia",,45,50,,,,,,,,,,,,,,989,967,0.63
12/31/17,"Worth, Georgia",,51,54,88.75,129900,,,,,,,,,,,,919,907,0.64
12/31/17,"Hawaii, Hawaii",,,,326.0263209,435000,3.226326911,10000,,1500,269,20.76,71.69,9.960467244,8.517805582,16.58,343600,1688,1680,1.426
12/31/17,"Honolulu, Hawaii",,3233,3010,569.5855921,635000,2.717355536,15000,2.458333333,2300,534,11,82.63,9.728919556,7.352171638,22.38,680300,2411,2399,2.046
12/31/17,"Kauai, Hawaii",,,,534.9462366,725000,1.506849315,24900,,,,,,7.613923214,6.043165468,,,,,
12/31/17,"Maui, Hawaii",,,,623.9728121,720000,3.578817734,25000,2.684617502,3000,483,24.01,68.46,9.118664202,8.728763913,19.36,628900,,,
12/31/17,"Ada, Idaho",,1692,1549,149.3967041,303900,2.439421044,7600,0.897559648,1350,143,,,16.09003963,11.6913484,14.17,231500,1364,1337,0.866
12/31/17,"Adams, Idaho",,69,59,139.1736539,274900,,,,,,,,,,14.54,210200,,,
12/31/17,"Bannock, Idaho",,205,165,122.7537169,179950,3.318489935,8150,,750,119,,,12.02173357,9.009009009,11.63,141100,1014,964,0.866
12/31/17,"Bear Lake, Idaho",,,,92.05885578,,,,,,,,,,,13.14,182800,1167,1148,0.688
12/31/17,"Benewah, Idaho",,,,,,,,,,114,,,,,13.19,174300,1155,1135,0.76
12/31/17,"Bingham, Idaho",,124,111,120.593692,152900,2.270408163,4500,,,102,,,14.12680609,9.489051095,10.65,137300,1093,1059,0.794
12/31/17,"Blaine, Idaho",,,,397.8760909,795000,5.341606048,20000,,,300,,,5.774898159,3.937007874,14.85,368900,,,
12/31/17,"Boise, Idaho",,90,72,164.9454963,287000,,,,,117,,,,,,,,,
12/31/17,"Bonner, Idaho",,452,392,204.3969103,389950,3.338907469,10000,,,156,,,8.638491618,6.02739726,16.56,243900,1289,1281,0.84
12/31/17,"Bonneville, Idaho",,377,329,91.08341323,212900,2.295454545,5000,0.658108095,1025,82,,,14.44757384,10.50583658,11.65,154700,1124,1115,0.606
12/31/17,"Boundary, Idaho",,83,69,143.4074314,263750,,,,,131,,,,,15.98,230300,,,
12/31/17,"Butte, Idaho",,30,29,,,,,,,,,,,,,,,,
12/31/17,"Canyon, Idaho",,708,678,116.0563541,212515,2.501250625,5000,0.780189959,1050,108,,,17.01086984,13.9061116,12,164700,1133,1129,0.742
12/31/17,"Caribou, Idaho",,,,,,,,,,,,,,,13.4,187500,1169,1162,
12/31/17,"Cassia, Idaho",,,,80.95186533,,,,,,90,,,,,13.46,174400,,,
12/31/17,"Clearwater, Idaho",,51,49,104.2568396,163500,,,,,,,,,,15.21,216200,1198,1187,
12/31/17,"Custer, Idaho",,,,,325000,,,,,,,,,,,,,,
12/31/17,"Elmore, Idaho",,120,115,113.5331517,174900,2.622371906,5250,,,92,,,12.29973437,8.092485549,11.52,142400,1002,986,0.702
12/31/17,"Franklin, Idaho",,,,,,,,,,,,,,,,,1129,1091,0.658
12/31/17,"Fremont, Idaho",,,,139.3914474,254450,,,,,162,,,7.375592904,3.389830508,13.21,180000,1149,1144,0.986
12/31/17,"Gem, Idaho",,80,70,123.0719378,,,,,,112,,,11.21945394,6.666666667,13.12,189000,1208,1149,0.734
12/31/17,"Gooding, Idaho",,58,55,101.4051522,148900,,,,,,,,,,12.01,136200,,,
12/31/17,"Idaho, Idaho",,,,,245000,,,,,,,,,,13.96,187800,,,
12/31/17,"Jefferson, Idaho",,114,102,145.0955248,249000,3.050266713,7550,,,127,,,12.58679274,8.333333333,13.69,186600,1167,1133,0.78
12/31/17,"Jerome, Idaho",,61,55,109.8344151,190000,,,,,96,,,16.93912423,13.86138614,11.63,143400,1090,1045,0.694
12/31/17,"Kootenai, Idaho",,1114,962,165.8271322,349900,2.220323712,7500,0.862735356,1400,144,,,9.39448738,6.024096386,14.1,251200,1489,1417,0.858
12/31/17,"Latah, Idaho",,,,,250000,,,,,,,,7.947261282,2.830188679,13.69,221600,1359,1345,
12/31/17,"Lemhi, Idaho",,102,101,153.4017972,315000,,,,,,,,6.747430471,3.773584906,,,1172,1157,0.728
12/31/17,"Lewis, Idaho",,,,,,,,,,,,,,,13.12,173900,,,
12/31/17,"Lincoln, Idaho",,22,22,,,,,,,,,,,,,,,,
12/31/17,"Madison, Idaho",,79,63,94.9428072,260000,,,,,80,,,14.93128236,10.75268817,13.24,184100,1214,1131,0.51
12/31/17,"Minidoka, Idaho",,29,33,84.32743727,,,,,,,,,,,,,,,
12/31/17,"Nez Perce, Idaho",,162,156,110.2255639,229000,3.267973856,6300,,,97,,,10.43765935,7.582938389,13,191300,1231,1225,0.628
12/31/17,"Oneida, Idaho",,,,,,,,,,,,,,,14.24,196200,,,
12/31/17,"Owyhee, Idaho",,,,123.0113636,,,,,,109,,,,,13.59,200500,1172,1105,0.706
12/31/17,"Payette, Idaho",,100,82,115.7255182,208949.5,1.852537977,3000,,,95,,,13.5844444,9.016393443,11.12,148200,1127,1120,0.686
12/31/17,"Power, Idaho",,25,23,,,,,,,,,,,,13.02,175800,1131,1126,
12/31/17,"Shoshone, Idaho",,49,44,,116250,,,,,,,,,,,,859,860,
12/31/17,"Teton, Idaho",,,,215.5894925,425000,,,,,157,,,7.929827418,4.651162791,16.88,354400,1541,1400,0.782
12/31/17,"Twin Falls, Idaho",,446,396,120.266915,230000,2.820465346,5000,,,97,,,17.43359486,13.61940299,11.87,159800,1143,1127,0.614
12/31/17,"Valley, Idaho",,,,209.2752384,374950,4.115226337,14900,,,,,,6.878426698,4,,,,,
12/31/17,"Washington, Idaho",,80,70,94.89203572,177950,,,,,,,,9.783365641,5.952380952,,,,,
12/31/17,"Adams, Illinois",,244,250,,115750,3.448275862,5000,,,78,32.42,54.37,10.74760869,7.01754386,8.01,109800,1136,1136,0.764
12/31/17,"Bond, Illinois",,85,78,69.3334165,84950,,,,,,,,14.41161071,10.41666667,,,,,
12/31/17,"Boone, Illinois",,200,189,87.69559033,181916,3.349191459,5000,,,89,12.45,83.23,16.29389278,12.40310078,9.52,158900,1413,1392,0.802
12/31/17,"Bureau, Illinois",,238,224,,101500,5.464480874,4100,,,,,,11.71946708,7.011070111,,,1083,1085,0.748
12/31/17,"Calhoun, Illinois",,,,,,,,,,,0,100,,,8.69,114000,,,
12/31/17,"Carroll, Illinois",,,,64.64577657,,6.583258531,5950,,,49,41.44,51.92,11.05706386,6.666666667,6,74800,1098,1108,0.674
12/31/17,"Cass, Illinois",,,,53.6,80356,,,,,,,,,,,,,,
12/31/17,"Champaign, Illinois",,972,922,104.8462255,147900,3.335279121,5000,0.954274505,1100,93,39.21,47.47,14.55030088,9.076175041,10.11,137100,1138,1108,0.752
12/31/17,"Christian, Illinois",,,,71.05263158,85000,,,,,69,16.7,78.43,,,7.24,80700,,,
12/31/17,"Clark, Illinois",,,,60.86561156,89900,,,,,,,,,,,,,,
12/31/17,"Clay, Illinois",,,,,,,,,,,,,,,5.05,68700,,,
12/31/17,"Clinton, Illinois",,142,132,86.08461624,133950,2.0010005,3000,,,81,38.64,52.53,12.67587489,9.433962264,8.44,114400,1139,1136,0.804
12/31/17,"Coles, Illinois",,252,234,,79900,,,,,57,54.92,37.02,15.11348496,9.868421053,5.89,81100,1193,1193,0.792
12/31/17,"Cook, Illinois",,17314,15506,170.260223,249900,2.970166012,5500,1.515151515,1695,166,36.52,53.64,14.66660811,9.987565681,10.49,214600,1696,1666,1.326
12/31/17,"De Kalb, Illinois",,406,365,,180000,2.788906474,5000,,1175,94,23.94,65.88,15.7260892,10.59027778,10.39,160500,1295,1288,0.74
12/31/17,"Dewitt, Illinois",,72,73,77.95138889,90632.5,,,,,,24.39,68.66,,,6.78,83100,,,
12/31/17,"Douglas, Illinois",,111,109,69.84240688,,,,,,,,,6.745468502,1.875,,,1241,1232,
12/31/17,"Du Page, Illinois",,3608,3026,185.0985611,338000,2.298850575,6700,1.266968175,1750,172,20.93,66.94,15.83835293,9.583086347,12.01,283600,1971,1948,1.248
12/31/17,"Edgar, Illinois",,,,,84500,,,,,,,,,,,,,,
12/31/17,"Effingham, Illinois",,127,108,,164900,,,,,94,18.98,74.98,14.93671424,9.848484848,8.73,125600,,,
12/31/17,"Fayette, Illinois",,,,,99500,,,,,,,,12.71788251,10.25641026,,,,,
12/31/17,"Ford, Illinois",,105,101,63.36538462,92750,,,,,59,29.54,62.82,9.216530358,5.263157895,6.22,81800,1145,1152,0.83
12/31/17,"Franklin, Illinois",,,,,69000,,,,,,,,,,,,911,913,
12/31/17,"Fulton, Illinois",,,,,72000,,,,,67,,,14.72054014,9.734513274,,,,,
12/31/17,"Gallatin, Illinois",,,,,,,,,,,0,100,,,5.78,81800,,,
12/31/17,"Greene, Illinois",,39,43,,78900,,,,,,,,,,,,917,917,
12/31/17,"Grundy, Illinois",,217,200,116.2885398,189900,2.868152552,5000,0.925925926,1350,117,12.87,79.25,12.73235578,8.814589666,11.22,185000,1419,1400,0.912
12/31/17,"Hamilton, Illinois",,,,,,,,,,,,,,,,,1094,1096,
12/31/17,"Hancock, Illinois",,,,,89250,,,,,,,,,,,,,,
12/31/17,"Hardin, Illinois",,,,58.46428571,,,,,,,,,,,,,,,
12/31/17,"Henry, Illinois",,,,87.96296296,,,,,,77,44.01,47.79,,,7.84,104100,1133,1128,0.826
12/31/17,"Iroquois, Illinois",,196,184,,97550,,,,,,58.52,34.53,11.35424744,7.798165138,5.67,84600,1294,1292,
12/31/17,"Jackson, Illinois",,424,408,100.716479,104900,5.357142857,5000,,,64,,,10.17923237,5.542168675,,,,,
12/31/17,"Jefferson, Illinois",,,,,109900,,,,,52,55.36,38.26,13.73862419,9.022556391,5.91,69700,1014,1019,0.774
12/31/17,"Jersey, Illinois",,141,132,90.60094484,130000,2.895912633,3450,,,86,37.97,53.51,15.00060289,10.34482759,8.36,111300,,,
12/31/17,"Jo Daviess, Illinois",,,,,184950,3.187966123,5050,,,83,,,9.034117753,5.582524272,,,1253,1257,0.814
12/31/17,"Johnson, Illinois",,,,100.9194887,154900,,,,,,,,,,,,,,
12/31/17,"Kane, Illinois",,1985,1740,128.9473684,267490,2.39182431,5000,1.077662804,1580,120,13.69,76.54,14.94294855,9.600560617,10.55,222000,1715,1696,0.982
12/31/17,"Kankakee, Illinois",,507,472,,129000,3.717472119,4900,,1000,79,33.86,55.28,14.82835488,10.40650407,8.83,123300,1158,1153,0.796
12/31/17,"Kendall, Illinois",,447,395,113,245000,2.457002457,5000,0.981168225,1600,108,11.51,81.31,14.67183103,10.35422343,10.13,228300,1832,1792,0.908
12/31/17,"Knox, Illinois",,235,222,73.31024489,94900,5.646842428,5000,,,59,51.04,38.34,12.87014787,7.220216606,6,70800,,,
12/31/17,"Lake, Illinois",,3735,3192,150.3025271,300000,2.913187027,7500,1.161202186,1604.5,135,40.55,45.75,15.90335534,9.762586983,10.33,231900,1864,1784,1.152
12/31/17,"La Salle, Illinois",,590,580,90.19835819,119000,4.993082225,5000,0.785476036,,76,41.34,50.42,13.33060769,8.504801097,8.37,101300,,,
12/31/17,"Lawrence, Illinois",,,,,,,,,,,,,,,,,,,
12/31/17,"Lee, Illinois",,166,150,71.94856612,104950,,,,,,,,,,,,1123,1123,0.816
12/31/17,"Livingston, Illinois",,262,252,,94900,,,,,65,26.47,65.83,,,7,91900,1136,1136,0.782
12/31/17,"Logan, Illinois",,,,,86500,6.259780908,5600,,,,,,9.236887609,5.726872247,,,998,989,
12/31/17,"McDonough, Illinois",,,,92.17860328,98500,,,,,67,56.61,34.38,,,6.29,71200,,,
12/31/17,"McHenry, Illinois",,1519,1338,120.7003007,234900,2.704164413,5600,1.056203434,1462.5,121,18.96,70.67,16.29566692,10.75919888,10.35,209100,1645,1630,1.006
12/31/17,"McLean, Illinois",,966,914,95.96394984,159900,2.942474685,5000,0.727272727,917.5,96,24.65,65.38,21.13272018,14.36726927,9.7,146400,,,0.828
12/31/17,"Macon, Illinois",,611,578,83.4683502,99950,3.581267218,3000,,725,61,77.74,18.26,12.40908171,8,5.83,69500,985,979,0.832
12/31/17,"Macoupin, Illinois",,256,253,,89900,6.52173913,4100,,,50,54.44,39.32,10.65484332,6.918238994,6.55,75900,983,983,0.656
12/31/17,"Madison, Illinois",,1292,1236,91.68275418,119900,4.04040404,5000,0.869565217,900,80,35.59,53.59,14.95405818,9.322524609,9.4,111200,988,962,0.758
12/31/17,"Marion, Illinois",,,,,84000,,,,,,,,,,,,,,
12/31/17,"Marshall, Illinois",,144,135,93.43332004,125500,,,,,,,,,,,,1066,1057,0.936
12/31/17,"Mason, Illinois",,98,104,,,,,,,,,,,,,,,,
12/31/17,"Massac, Illinois",,,,,79900,,,,,,,,,,,,,,
12/31/17,"Menard, Illinois",,46,44,,,,,,,,,,,,9.67,144800,,,
12/31/17,"Mercer, Illinois",,46,45,,,,,,,,,,,,,,1101,1099,
12/31/17,"Monroe, Illinois",,139,126,146.7700857,239500,3.126954346,6000,,,,,,10.70274272,6.285714286,,,1404,1384,0.97
12/31/17,"Montgomery, Illinois",,132,128,,78000,5.025125628,4900,,,,,,14.55869975,10.55900621,,,928,930,0.692
12/31/17,"Morgan, Illinois",,114,114,80.45310668,109900,4.641079043,5099.5,,,74,34.03,57.23,16.63502553,12.5,7.33,86900,,,
12/31/17,"Moultrie, Illinois",,,,65.6838894,91687,,,,,,,,,,,,1089,1087,0.864
12/31/17,"Ogle, Illinois",,277,248,,141000,4.287534691,4999.5,,,,,,12.70243576,7.570977918,,,1281,1279,0.786
12/31/17,"Peoria, Illinois",,1358,1274,84.91877049,129900,3.84985563,5000,0.784023669,815,75,65.29,26.98,20.40162777,13.45191773,8.39,97800,961,955,0.786
12/31/17,"Perry, Illinois",,,,,79900,,,,,,,,,,,,,,
12/31/17,"Piatt, Illinois",,106,105,,147000,5.674464908,4900,,,,,,12.42795654,7.299270073,,,1206,1190,
12/31/17,"Pulaski, Illinois",,,,,,,,,,,0,100,,,6.88,81500,,,
12/31/17,"Putnam, Illinois",,53,48,,124900,,,,,,,,,,,,1158,1145,
12/31/17,"Randolph, Illinois",,111,110,53.25443787,87950,3.849114704,5000,,,,,,10.341359,6.976744186,,,1073,1054,
12/31/17,"Richland, Illinois",,,,,94000,,,,,,,,,,,,,,
12/31/17,"Rock Island, Illinois",,,,89.28571429,111500,4.516866781,5000,0.842771084,850,80,38.77,52.97,17.01351047,13.04347826,9.41,96300,859,856,0.716
12/31/17,"Saint Clair, Illinois",,1162,1104,100.4521368,120000,4.002816803,5000,0.834826762,850,84,30.64,61.26,14.92624467,10.8535896,9.1,96300,897,890,0.83
12/31/17,"Saline, Illinois",,,,,79900,,,,,,,,,,,,,,
12/31/17,"Sangamon, Illinois",,974,928,,135000,3.100775194,4900,,875,73,48.91,39,17.80471399,10.73961499,10.14,122500,,,
12/31/17,"Schuyler, Illinois",,,,,,,,,,,,,,,,,963,964,
12/31/17,"Stark, Illinois",,26,24,,79900,,,,,,,,,,,,,,
12/31/17,"Stephenson, Illinois",,,,48.29853055,84900,4.586968606,2875,,,,53.89,35.62,9.890209195,5.033557047,7.17,88400,,,
12/31/17,"Tazewell, Illinois",,750,732,92.59259259,127900,3.849114704,5000,0.879439668,850,85,64.31,25.54,19.36708623,11.7,9.75,116100,,,
12/31/17,"Union, Illinois",,91,88,,,,,,,,,,,,,,,,
12/31/17,"Vermilion, Illinois",,,,,67950,5.025125628,3280,,,,,,13.12469712,8.505154639,,,,,
12/31/17,"Wabash, Illinois",,,,,99900,,,,,,,,,,,,,,
12/31/17,"Warren, Illinois",,,,,85500,,,,,,48.46,44.77,,,5.75,64800,946,948,
12/31/17,"Washington, Illinois",,76,79,79.30418719,119500,,,,,,,,,,,,1109,1095,
